timestamp,CPULoad,RealMemory,FreeMem,State,NodeName
2025-01-03 16:51:06.610198,0.01,385419,345908,IDLE,node11
2025-01-03 16:51:06.610198,2.01,385422,219742,MIXED,node15
2025-01-03 16:51:06.610198,0.07,385419,139625,MIXED,node16
2025-01-03 16:51:06.610198,5.2,385419,0,DOWN*,node14
2025-01-03 16:51:06.610198,0.07,385419,91828,IDLE,node10
2025-01-03 16:51:06.610198,0.01,385419,76563,IDLE,node12
2025-01-03 16:56:07.248765,0.12,385419,80453,IDLE,node09
2025-01-03 16:56:07.248765,0.01,385483,231862,IDLE,node05
2025-01-03 16:56:07.248765,0.08,385419,139625,IDLE,node16
2025-01-03 16:56:07.248765,2.02,385422,219735,MIXED,node15
2025-01-03 16:56:07.248765,5.2,385419,0,DOWN*,node14
2025-01-03 16:56:07.248765,0.03,385419,151173,IDLE,node13
2025-01-03 16:56:07.248765,0.01,385419,345909,IDLE,node11
2025-01-03 16:56:07.248765,0.04,385419,91828,IDLE,node10
2025-01-03 16:56:07.248765,0.01,385419,76562,IDLE,node12
2025-01-03 16:56:07.248765,0.01,385483,362753,IDLE,node07
2025-01-03 16:56:07.248765,0.01,128823,94300,IDLE,node02
2025-01-03 16:56:07.248765,0.12,385483,340839,IDLE,node06
2025-01-03 16:56:07.248765,0.12,385419,149086,IDLE,node17
2025-01-03 16:56:07.248765,0.02,128823,75308,IDLE,node01
2025-01-03 16:56:07.248765,0.05,385420,192923,IDLE,node08
2025-01-03 16:56:07.248765,0.04,385483,374056,IDLE,visu01
2025-01-03 16:56:07.248765,0.01,385483,136188,IDLE,node03
2025-01-03 16:56:07.248765,0.01,385483,189737,IDLE,node04
2025-01-03 17:01:07.536927,0.02,385483,189734,IDLE,node04
2025-01-03 17:01:07.536927,0.01,385483,136185,IDLE,node03
2025-01-03 17:01:07.536927,0.02,385483,374054,IDLE,visu01
2025-01-03 17:01:07.536927,0.03,385420,192924,IDLE,node08
2025-01-03 17:01:07.536927,0.01,128823,75302,IDLE,node01
2025-01-03 17:01:07.536927,0.1,385419,149086,IDLE,node17
2025-01-03 17:01:07.536927,0.13,385483,340837,IDLE,node06
2025-01-03 17:01:07.536927,0.01,128823,94298,IDLE,node02
2025-01-03 17:01:07.536927,0.01,385483,362751,IDLE,node07
2025-01-03 17:01:07.536927,0.01,385419,76564,IDLE,node12
2025-01-03 17:01:07.536927,0.11,385419,80456,IDLE,node09
2025-01-03 17:01:07.536927,0.03,385419,91827,IDLE,node10
2025-01-03 17:01:07.536927,0.01,385419,345910,IDLE,node11
2025-01-03 17:01:07.536927,0.04,385419,151169,IDLE,node13
2025-01-03 17:01:07.536927,5.2,385419,0,DOWN*,node14
2025-01-03 17:01:07.536927,2.01,385422,219733,MIXED,node15
2025-01-03 17:01:07.536927,0.08,385419,139624,IDLE,node16
2025-01-03 17:01:07.536927,0.01,385483,231858,IDLE,node05
2025-01-03 17:11:07.082644,0.05,385419,139626,IDLE,node16
2025-01-03 17:11:07.082644,2.02,385422,219722,MIXED,node15
2025-01-03 17:11:07.082644,5.2,385419,0,DOWN*,node14
2025-01-03 17:11:07.082644,0.06,385419,151172,IDLE,node13
2025-01-03 17:11:07.082644,0.01,385419,76565,IDLE,node12
2025-01-03 17:11:07.082644,0.01,385419,345909,IDLE,node11
2025-01-03 17:11:07.082644,0.06,385419,91827,IDLE,node10
2025-01-03 17:11:07.082644,0.15,385419,80457,IDLE,node09
2025-01-03 17:11:07.082644,0.01,385483,231858,IDLE,node05
2025-01-03 17:11:07.082644,0.1,385483,362755,IDLE,node07
2025-01-03 17:11:07.082644,0.08,385483,340836,IDLE,node06
2025-01-03 17:11:07.082644,0.02,385483,189734,IDLE,node04
2025-01-03 17:11:07.082644,0.01,385483,136186,IDLE,node03
2025-01-03 17:11:07.082644,0.01,128823,94297,IDLE,node02
2025-01-03 17:11:07.082644,0.01,128823,75301,IDLE,node01
2025-01-03 17:11:07.082644,0.09,385419,149088,IDLE,node17
2025-01-03 17:11:07.082644,0.08,385420,192924,IDLE,node08
2025-01-03 17:11:07.082644,0.01,385483,374050,IDLE,visu01
